ID,title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
2063,"Skulls, The",2000s,106,15000000,5.3,6530,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,0,1,0,0,0
2064,Sky Captain and the World of Tomorrow,2000s,106,40000000,6.5,12579,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,PG,1,0,0,0,0,0,0
2065,Slacker,1990s,97,23000,6.7,2108,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,1,1,0,0,0
2066,Slackers,2000s,86,11000000,4.7,2755,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
2067,Slap Her... She's French,2000s,92,10000000,4.7,811,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
2068,Sleepaway Camp,1980s,84,350000,5.3,1104,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
2069,Sleeper,1970s,89,2000000,7.4,5571,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
2070,Sleepers,1990s,147,44000000,7,17896,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
2071,Sleeping Beauty,1950s,75,6000000,7.4,5843,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,1,0,0,0,1,0
2072,"Sleeping Dictionary, The",2000s,109,12000000,6.1,696,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,1,0,1,0
2073,Sleepless in Seattle,1990s,105,21000000,6.7,19224,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,1,1,0,1,0
2074,Sleepover,2000s,89,10000000,4.1,733,24.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,PG,0,0,1,0,0,0,0
2075,Sleepy Hollow,1990s,105,65000000,7.4,38857,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,0,0,0,0
2076,Slums of Beverly Hills,1990s,92,5000000,6.4,2914,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,1,1,0,0,0
2077,Small Soldiers,1990s,110,40000000,5.8,6938,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0,0
2078,Small Time Crooks,2000s,94,18000000,6.5,6218,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,PG,0,0,1,0,0,1,0
2079,Smilla's Sense of Snow,1990s,120,35000000,6.3,3722,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,1,0,0,1,0,0,0
2080,Smoke,1990s,112,7000000,7.4,8111,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0
2081,Smoke Signals,1990s,88,2000000,7.2,2665,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG-13,0,0,1,1,0,0,0
2082,Snake Eyes,1990s,98,73000000,5.7,12091,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0,0
2083,Snatch.,2000s,102,10000000,7.9,44785,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,1,0,0,0,0
2084,Snow Day,2000s,89,13000000,4.6,1645,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG,0,0,1,0,0,1,0
2085,Snow Dogs,2000s,99,35000000,5.1,2379,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0
2086,Snow Falling on Cedars,1990s,127,36000000,6.7,4536,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0,0
2087,Snow White and the Seven Dwarfs,1930s,83,1488000,7.8,14341,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,1,0,1,0,0,0
2088,Solaris,2000s,99,47000000,6.3,11808,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,PG-13,0,0,0,1,0,1,0
2089,Soldier,1990s,98,75000000,5.2,5590,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0
2090,Some Like It Hot,1950s,120,2883848,8.4,25369,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,1,0,0,1,0
2091,Someone Like You...,2000s,97,23000000,5.7,4249,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
2092,Something Wicked This Way Comes,1980s,95,19000000,6.5,1302,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
2093,Sometimes They Come Back... Again,1990s,98,3000000,2.9,630,44.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
2094,Somewhere in Time,1980s,103,5100000,6.8,3837,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,1,0
2095,Son of the Mask,2000s,94,74000000,1.9,1785,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG,1,0,1,0,0,0,0
2096,"Song of Bernadette, The",1940s,156,2000000,7.7,671,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
2097,Songcatcher,2000s,109,1800000,7.2,927,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0,0
2098,Sorcerer,1970s,93,22000000,7.1,719,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,0,0
2099,Sorority Boys,2000s,93,12000000,5.1,2398,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
2100,Soul Food,1990s,114,7500000,6.5,1166,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,24.5,R,0,0,1,1,0,0,0
2101,Soul Plane,2000s,92,16000000,3.2,2361,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0
2102,Soul Survivors,2000s,84,14000000,3.6,2305,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
2103,"Sound of Music, The",1960s,174,8200000,7.8,20641,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
2104,South Pacific,1950s,171,6000000,6.6,1387,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,1,0
2105,South Park: Bigger Longer & Uncut,1990s,81,21000000,7.6,33188,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,1,1,0,0,0,0
2106,Space Cowboys,2000s,130,65000000,6.4,11887,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
2107,Space Jam,1990s,87,80000000,5.2,7995,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG,0,1,1,0,0,0,0
2108,Space Truckers,1990s,95,25000000,4.5,1460,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
2109,Spaceballs,1980s,96,22700000,6.7,20054,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
2110,Spacehunter: Adventures in the Forbidden Zone,1980s,90,14400000,4.2,706,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
2111,Spanglish,2000s,130,80000000,6.7,4698,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,1,1,0,1,0
2112,Spanking the Monkey,1990s,100,200000,6.5,1352,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
2113,Spartacus,1960s,198,12000000,8,17084,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,1,0,0,1,0,1,0
2114,Spawn,1990s,98,40000000,4.6,7523,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
2115,"Specialist, The",1990s,110,45000000,4.7,6602,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
2116,Species,1990s,108,35000000,5.4,8963,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0
2117,Speed,1990s,116,28000000,7.1,32979,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,1,0,0,0,0,0,0
2118,Speed 2: Cruise Control,1990s,121,110000000,3.3,13268,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,1,0
2119,Spellbound,1940s,111,1696377,7.6,5108,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
2120,Sphere,1990s,134,80000000,5.3,12990,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,0,0,0,0,0
2121,Spice World,1990s,93,25000000,3,7710,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,PG,0,0,1,0,0,0,0
2122,Spider,2000s,94,8000000,6.8,5193,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0
2123,Spider-Man,2000s,121,139000000,7.4,63228,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,1,0,0,0,0,0,0
2124,Spider-Man 2,2000s,127,200000000,7.9,40256,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,PG-13,1,0,0,0,0,0,0
2125,Spies Like Us,1980s,102,22000000,5.7,6434,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
2126,"Spirit of St. Louis, The",1950s,135,6000000,7.1,1007,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
2127,Spirit: Stallion of the Cimarron,2000s,86,80000000,6.4,2738,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,1,0,0,0,0,0
2128,"Spitfire Grill, The",1990s,117,6000000,6.7,2245,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
2129,Splash,1980s,111,8000000,6.3,9428,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,1,0
2130,Split Second,1990s,90,7000000,5.3,1120,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,1,0,0,0,0,0,0
2131,"SpongeBob SquarePants Movie, The",2000s,90,30000000,6.5,2672,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,24.5,PG,0,1,1,0,0,0,0
2132,Spun,2000s,106,2800000,6.2,3924,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,0,0,1,1,0,0,0
2133,Spy Game,2000s,126,92000000,7,16736,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,1,0,0,1,0,0,0
2134,Spy Hard,1990s,81,18000000,4.5,4686,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,1,0,1,0,0,0,0
2135,Spy Kids,2000s,88,35000000,6.2,7400,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,1,0,1,0,0,0,0
2136,Spy Kids 2: Island of Lost Dreams,2000s,99,39000000,5.8,3175,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG,1,0,1,0,0,0,0
2137,Spy Kids 3-D: Game Over,2000s,84,39000000,4.7,2597,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG,1,0,1,0,0,0,0
2138,"Spy Who Loved Me, The",1970s,123,14000000,6.9,8130,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,1,0,0,0,0,0,0
2139,Stage Door,1930s,92,952000,7.6,1085,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
2140,Stagecoach,1930s,96,531300,8,5646,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,1,0,0,1,0,1,0
2141,Stalag 17,1950s,116,1315000,8.2,7153,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
2142,Stand by Me,1980s,89,8000000,8,30805,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
2143,"Star Is Born, A",1930s,111,1173639,7.5,687,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
2144,"Star Is Born, A",1950s,176,5019770,7.7,1856,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
2145,"Star Is Born, A",1970s,139,6000000,5,755,14.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,1,0
2146,Star Trek III: The Search for Spock,1980s,105,17000000,6.2,9808,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
2147,Star Trek IV: The Voyage Home,1980s,136,25000000,7.1,11647,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
2148,Star Trek V: The Final Frontier,1980s,107,27800000,4.8,9215,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
2149,Star Trek VI: The Undiscovered Country,1990s,113,30000000,6.9,10367,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,1,0,0,0,0,0,0
2150,Star Trek: First Contact,1990s,106,45000000,7.3,25046,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG-13,1,0,0,0,0,0,0
2151,Star Trek: Generations,1990s,118,35000000,6.2,12651,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,1,0,0,0
2152,Star Trek: Insurrection,1990s,103,58000000,6.3,13395,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG,1,0,0,1,0,1,0
2153,Star Trek: Nemesis,2000s,116,70000000,6.5,11785,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,1,0,0,1,0,0,0
2154,Star Trek: The Motion Picture,1970s,143,35000000,5.8,10752,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG,0,0,0,0,0,0,0
2155,Star Trek: The Wrath of Khan,1980s,116,11000000,7.6,16333,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,PG,1,0,0,0,0,0,0
2156,Star Wars,1970s,125,11000000,8.8,134640,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,PG,1,0,0,0,0,0,0
2157,Star Wars: Episode I - The Phantom Menace,1990s,133,115000000,6.4,84488,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,PG,1,0,0,0,0,0,0
2158,Star Wars: Episode II - Attack of the Clones,2000s,120,120000000,7,63889,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,PG,1,0,0,0,0,0,0
2159,Star Wars: Episode V - The Empire Strikes Back,1980s,129,18000000,8.8,103706,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,PG,1,0,0,0,0,0,0
2160,Star Wars: Episode VI - Return of the Jedi,1980s,135,32500000,8.1,82471,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,PG,1,0,0,0,0,0,0
2161,Stardust Memories,1980s,91,10000000,6.8,2148,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,1,1,0,0,0
2162,Stargate,1990s,130,55000000,6.4,17520,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
2163,Starman,1980s,115,24000000,6.8,5541,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,1,0
2164,Starship Troopers,1990s,129,95000000,6.7,32618,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,1,0,0,0,0,0,0
2165,Starsky & Hutch,2000s,101,60000000,6.3,13529,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0,0
2166,"Statement, The",2000s,120,23000000,6.1,710,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
2167,"Station Agent, The",2000s,88,500000,8.1,7112,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,0,1,0,0,0
2168,Stealing Harvard,2000s,82,25000000,4.7,2547,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,0,0
2169,Steel,1990s,97,16000000,2.6,1607,44.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
2170,"Stepford Wives, The",2000s,93,90000000,5.3,7773,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,0,0
2171,Stepmom,1990s,124,50000000,6.1,7470,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,0,0
2172,Stigmata,1990s,103,32000000,6,14062,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
2173,"Sting, The",1970s,129,5500000,8.4,23678,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,1,0,0,0
2174,Stir of Echoes,1990s,99,13000000,7,11433,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,R,0,0,0,0,0,0,0
2175,Stolen Summer,2000s,91,1500000,6.2,801,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG,0,0,0,1,0,0,0
2176,"Story of Us, The",1990s,95,50000000,5.6,4953,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,R,0,0,1,1,0,1,0
2177,"Straight Story, The",1990s,112,10000000,8.1,14679,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
2178,Strange Days,1990s,145,42000000,6.9,11869,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,1,0,0,1,0,0,0
2179,Strangeland,1990s,92,2000000,4.4,1179,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,R,0,0,0,0,0,0,0
2180,Stranger Than Paradise,1980s,89,90000,7.4,2873,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,1,0,0,0
2181,Strangers on a Train,1950s,103,1200000,8.3,10624,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,PG,0,0,0,1,0,0,0
2182,Straw Dogs,1970s,113,3251794,7.4,4755,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
2183,"Streetcar Named Desire, A",1950s,125,1800000,8.1,9623,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
2184,Streets of Fire,1980s,93,14500000,6.2,1860,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,,1,0,0,0,0,1,0
2185,Stripes,1980s,106,10000000,6.8,7406,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,1,0,0,0,0
2186,Striptease,1990s,117,50000000,3.8,7998,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,1,1,0,0,0
2187,Stuart Little,1990s,81,103000000,6,8009,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG,0,0,1,0,0,0,0
2188,Stuart Little 2,2000s,82,120000000,5.9,2324,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG,0,0,1,0,0,0,0
2189,"Stuff, The",1980s,93,1700000,4.9,701,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
2190,"Stupids, The",1990s,94,25000000,3.7,1503,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
2191,"Suddenly, Last Summer",1950s,114,3000000,7.5,1381,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
2192,Sugar & Spice,2000s,84,11000000,5.3,2901,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
2193,"Sugarland Express, The",1970s,110,3000000,6.7,1461,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
2194,Suicide Kings,1990s,106,5000000,7,6117,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,0,0
2195,Sullivan's Travels,1940s,90,689665,8.2,2896,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,1,0,0,1,0
2196,"Sum of All Fears, The",2000s,123,68000000,6.6,15835,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0,0
2197,Summer Catch,2000s,105,17000000,4.5,2581,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
2198,Summer of Sam,1990s,142,22000000,6.5,8151,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,1,0
2199,Sunset Blvd.,1950s,115,1752000,8.6,16149,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,,0,0,0,1,0,0,0
2200,Sunshine State,2000s,141,5600000,7,1481,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,PG-13,0,0,0,1,0,0,0
2201,Super Mario Bros.,1990s,104,42000000,3.6,5376,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,,1,0,1,0,0,0,0
2202,Super Size Me,2000s,100,300000,7.7,9487,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,PG-13,0,0,0,0,1,0,0
2203,Super Troopers,2000s,100,3000000,6.3,7728,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,R,0,0,1,0,0,0,0
2204,Supergirl,1980s,150,35000000,3.9,2490,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
2205,Superman,1970s,151,55000000,7.1,17327,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,1,0,0,0,0,0,0
2206,Superman II,1980s,127,54000000,6.5,10085,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
2207,Superstar,1990s,81,14000000,4.5,2880,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
2208,Surviving Picasso,1990s,125,16000000,6.1,1139,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,1,0
2209,Suspect Zero,2000s,99,27000000,5.7,1310,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
2210,Swamp Thing,1980s,91,3000000,5,1179,4.5,4.5,14.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
2211,"Swarm, The",1970s,156,21000000,3.8,986,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
2212,Sweet Charity,1960s,154,20000000,6.8,640,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,1,0,1,0
2213,Sweet Home Alabama,2000s,108,38000000,5.8,9943,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1,0
2214,Sweet November,2000s,115,40000000,5.5,5458,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1,0
2215,"Sweetest Thing, The",2000s,90,43000000,4.7,8284,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,1,0
2216,Swept Away,2000s,89,10000000,3.8,2113,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,R,0,0,1,0,0,1,0
2217,Swimfan,2000s,85,8500000,4.5,3863,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,0,0,0,1,0,0,0
2218,Swimming with Sharks,1990s,101,700000,7.1,4837,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0
2219,Swing Time,1930s,103,886000,7.7,1135,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,0,0,1,0
2220,Swingers,1990s,96,200000,7.6,15827,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,1,0,0,0
2221,Swiri,1990s,125,5000000,6.6,1704,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,1,0,0,0,0,1,0
2222,Switchback,1990s,118,38000000,6.1,2195,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0
2223,Swordfish,2000s,99,80000000,6.2,20455,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0
2224,THX 1138,1970s,88,777000,6.5,4274,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,0,0,0,1,0,0,0
2225,Tadpole,2000s,78,150000,6.3,1769,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1,0
